Folder,DROID Score
put_eggplant_into_pot_s44,0.1346503049135208
put_eggplant_into_pot_s45,0.1704692542552948
put_eggplant_into_pot_s46,0.1247953325510025
put_eggplant_into_pot_s47,0.21908462047576904
put_eggplant_into_pot_s48,0.13696745038032532
put_eggplant_into_pot_s49,0.10097156465053558
put_eggplant_into_pot_s50,0.09774460643529892
put_eggplant_into_pot_s51,0.15845686197280884
put_eggplant_into_pot_s52,0.18062078952789307
put_eggplant_into_pot_s53,0.16496683657169342
put_eggplant_into_pot_s54,0.14247256517410278
put_eggplant_into_pot_s55,0.11020976305007935
put_eggplant_into_pot_s56,0.1365780085325241
put_eggplant_into_pot_s57,0.2315596640110016
put_eggplant_into_pot_s58,0.5289577841758728
put_eggplant_into_pot_s59,0.1472504884004593
put_eggplant_into_pot_s60,0.1292627602815628
put_eggplant_into_pot_s61,0.2896817624568939
put_eggplant_into_pot_s62,0.09719274193048477
put_eggplant_into_pot_s63,0.1639658361673355
put_eggplant_into_pot_s64,0.23550674319267273
put_eggplant_into_pot_s65,0.16881798207759857
put_eggplant_into_pot_s66,0.10625061392784119
put_eggplant_into_pot_s67,0.14579066634178162
put_eggplant_into_pot_s68,0.14772646129131317
put_eggplant_into_pot_s69,0.11285773664712906
put_eggplant_into_pot_s70,0.30279219150543213
put_eggplant_into_pot_s71,0.24122212827205658
stack_blue_cup_on_pink_cup_s42,0.14969082176685333
stack_blue_cup_on_pink_cup_s43,0.18688851594924927
stack_blue_cup_on_pink_cup_s44,0.336801677942276
stack_blue_cup_on_pink_cup_s45,0.17756420373916626
stack_blue_cup_on_pink_cup_s46,0.7604391574859619
stack_blue_cup_on_pink_cup_s47,0.15873338282108307
stack_blue_cup_on_pink_cup_s48,0.5508346557617188
stack_blue_cup_on_pink_cup_s49,0.20524828135967255
stack_blue_cup_on_pink_cup_s50,0.29304152727127075
stack_blue_cup_on_pink_cup_s51,0.22716361284255981
stack_blue_cup_on_pink_cup_s52,0.2047441303730011
stack_blue_cup_on_pink_cup_s53,0.18328000605106354
stack_blue_cup_on_pink_cup_s54,0.24226054549217224
stack_blue_cup_on_pink_cup_s55,0.1375274509191513
stack_blue_cup_on_pink_cup_s56,0.16895797848701477
stack_blue_cup_on_pink_cup_s57,0.25410202145576477
stack_blue_cup_on_pink_cup_s58,0.15641319751739502
stack_blue_cup_on_pink_cup_s59,0.1618036925792694
stack_blue_cup_on_pink_cup_s60,0.17649394273757935
stack_blue_cup_on_pink_cup_s61,0.19644947350025177
stack_blue_cup_on_pink_cup_s62,0.19375209510326385
stack_blue_cup_on_pink_cup_s63,0.1405307501554489
stack_blue_cup_on_pink_cup_s64,0.2788870930671692
stack_blue_cup_on_pink_cup_s65,0.23165927827358246
stack_blue_cup_on_pink_cup_s66,0.18455222249031067
stack_blue_cup_on_pink_cup_s67,0.20484647154808044
stack_blue_cup_on_pink_cup_s68,0.15248724818229675
stack_blue_cup_on_pink_cup_s69,0.20571447908878326
stack_blue_cup_on_pink_cup_s70,0.1523122787475586
stack_blue_cup_on_pink_cup_s71,0.27873966097831726
